family,d_nom,d_eff,rep,r2_law,top1_regret,n_terms,traj,depth_sel
random_gp,9,5,4,0.2002475520017154,0.7273117878468028,4.0,t1,
random_gp,9,5,5,0.2768313293697517,1.329253879286843,2.0,t1,
random_gp,9,5,6,0.0841947463079699,0.8334311171168067,2.0,t1,
random_gp,9,5,7,0.2320025491620693,1.0710444252038696,2.0,t1,
random_gp,9,5,8,0.0751931692443211,1.1642001321698334,3.0,t1,
random_gp,9,5,9,0.2199685926129653,0.8327397121874042,4.0,t1,
random_gp,9,5,10,0.0525719326457972,0.7223826227489162,7.0,t1,
random_gp,9,5,11,0.1137298990513933,1.4597513981461718,2.0,t1,
random_gp,9,5,12,0.0741372069449148,1.5815156813351237,5.0,t1,
random_gp,9,5,13,0.0,0.9101190778096208,2.0,t1,
random_gp,9,5,14,0.0820727538110223,1.0303777562688785,6.0,t1,
random_gp,9,5,15,0.0385259908928209,0.9965979538137414,2.0,t1,
random_gp,9,5,16,0.0,0.341066208280966,2.0,t1,
random_gp,9,5,17,0.0794520126998357,1.184091552146037,2.0,t1,
random_gp,9,5,18,0.1587033601669794,0.5452981094358749,2.0,t1,
random_gp,9,5,19,0.0147150414141804,0.8380701024120841,2.0,t1,
random_gp,9,9,0,0.0,0.5213340898917503,1.0,t1,
random_gp,9,9,1,0.0,0.6328528309237332,1.0,t1,
random_gp,9,9,2,0.0182384661653388,1.1124114843590145,2.0,t1,
random_gp,9,9,3,0.0,1.0821706316015802,2.0,t1,
random_gp,9,9,4,0.0,0.8998351130219753,1.0,t1,
random_gp,9,9,5,0.0,0.6469501380617013,1.0,t1,
random_gp,9,9,6,0.0,0.5287857740890387,2.0,t1,
random_gp,9,9,7,0.0,1.2117925892296606,1.0,t1,
random_gp,9,9,8,0.0,1.3855474532989909,2.0,t1,
random_gp,9,9,9,0.0,1.4553077752035868,2.0,t1,
random_gp,9,9,10,0.0050535387326375,0.8953943046639657,1.0,t1,
random_gp,9,9,11,0.0,1.519560014164099,2.0,t1,
random_gp,9,9,12,0.0,0.8769364923161402,3.0,t1,
random_gp,9,9,13,0.0,1.3170601078070523,1.0,t1,
random_gp,9,9,14,0.0,1.013354820134062,1.0,t1,
random_gp,9,9,15,0.0,1.1976673783962557,1.0,t1,
random_gp,9,9,16,0.0215973414180211,1.1773064339176351,1.0,t1,
random_gp,9,9,17,0.0,1.191301212704435,2.0,t1,
random_gp,9,9,18,0.0,1.2479917417793869,1.0,t1,
random_gp,9,9,19,0.0,1.2740345528965855,1.0,t1,
random_gp,20,3,0,0.5076796655596426,0.2602589965516052,6.0,t1,
random_gp,20,3,1,0.4855068403241032,0.0,4.0,t1,
random_gp,20,3,2,0.3369457973333942,0.4351353836718624,9.0,t1,
random_gp,20,3,3,0.6978725001873365,0.4943121028139784,6.0,t1,
random_gp,20,3,4,0.5173204799729999,0.6185572042961894,10.0,t1,
random_gp,20,3,5,0.2466723396747719,0.5695148779421837,5.0,t1,
random_gp,20,3,6,0.5298874995329108,0.9350022283235266,4.0,t1,
random_gp,20,3,7,0.5637664994923928,1.1739001378371148,6.0,t1,
random_gp,20,3,8,0.4561311604226203,1.099706383475165,10.0,t1,
random_gp,20,3,9,0.5447055039122041,0.5775608480409556,6.0,t1,
random_gp,20,3,10,0.2613523314073874,0.3576386392915519,4.0,t1,
random_gp,20,3,11,0.7328177143402728,0.4953329621855156,4.0,t1,
random_gp,20,3,12,0.3794742320346749,0.418758779149732,7.0,t1,
random_gp,20,3,13,0.2499992580337179,0.6071644410155848,3.0,t1,
random_gp,20,3,14,0.1917936942839539,1.03921504121551,2.0,t1,
random_gp,20,3,15,0.5297760027107972,0.2298569396627702,4.0,t1,
random_gp,20,3,16,0.4139536694626486,1.094038754403838,9.0,t1,
random_gp,20,3,17,0.4731313963569903,0.8612356384252529,6.0,t1,
random_gp,20,3,18,0.0904404867874221,0.6097594419326529,5.0,t1,
random_gp,20,3,19,0.0,0.3684287541958643,1.0,t1,
random_gp,20,5,0,0.2523442248140727,0.7268765112258236,2.0,t1,
random_gp,20,5,1,0.0286405077586152,0.5129650411305614,1.0,t1,
random_gp,20,5,2,0.0962665826353097,0.6062901322465147,4.0,t1,
random_gp,20,5,3,0.0,0.9516787726189884,2.0,t1,
random_gp,20,5,4,0.1103986175228746,0.7903086640328209,1.0,t1,
random_gp,20,5,5,0.0288288181139135,0.3430919342707046,3.0,t1,
random_gp,20,5,6,0.0,0.6562346613446032,2.0,t1,
random_gp,20,5,7,0.0951875754861454,1.5133132519103023,2.0,t1,
random_gp,20,5,8,0.007031923022674,0.609404365750518,1.0,t1,
random_gp,20,5,9,0.3516360036957783,0.4491381634223938,8.0,t1,
random_gp,20,5,10,0.0456142561237331,1.3478249406282583,2.0,t1,
random_gp,20,5,11,0.069925219284602,1.347528291713361,2.0,t1,
random_gp,20,5,12,0.0446219813905457,1.0825233175544846,2.0,t1,
random_gp,20,5,13,0.2098881673254025,0.9059746933502318,8.0,t1,
random_gp,20,5,14,0.206698318789901,0.8118166991597384,2.0,t1,
random_gp,20,5,15,0.0,1.3942550891947496,4.0,t1,
random_gp,20,5,16,0.0047029596832518,0.4271044752122408,2.0,t1,
random_gp,20,5,17,0.4037231513605465,1.24267021554879,4.0,t1,
random_gp,20,5,18,0.0546250458571369,0.2186347615132786,3.0,t1,
random_gp,20,5,19,0.0,1.1650615939491074,2.0,t1,
random_gp,20,9,0,0.0,0.6543032066561193,2.0,t1,
random_gp,20,9,1,0.0,1.2960139482980408,1.0,t1,
random_gp,20,9,2,0.0,1.1008785862308,2.0,t1,
random_gp,20,9,3,0.0,1.3957335391672123,2.0,t1,
random_gp,20,9,4,0.0,0.8977898623781497,2.0,t1,
random_gp,20,9,5,0.0,0.6202986453927342,1.0,t1,
random_gp,20,9,6,0.0,1.2918686844375789,2.0,t1,
random_gp,20,9,7,0.0,1.107974760719121,2.0,t1,
random_gp,20,9,8,0.0,0.687136024382538,1.0,t1,
random_gp,20,9,9,0.0,0.7122069439524891,2.0,t1,
random_gp,20,9,10,0.0,0.7152639971585386,1.0,t1,
random_gp,20,9,11,0.0,0.5764246605712964,1.0,t1,
random_gp,20,9,12,0.0,0.4343458929169752,2.0,t1,
random_gp,20,9,13,0.0,0.8578408328353913,1.0,t1,
random_gp,20,9,14,0.0,0.8257087042921245,1.0,t1,
random_gp,20,9,15,0.0,1.2628227194154324,2.0,t1,
random_gp,20,9,16,0.0,0.8305857676583889,2.0,t1,
random_gp,20,9,17,0.0,0.7513598963115459,3.0,t1,
random_gp,20,9,18,0.0165095236234138,1.2432470125924624,2.0,t1,
random_gp,20,9,19,0.0,1.7366906924090362,2.0,t1,
random_gp,67,3,0,0.5990035774589519,0.8129475585533874,4.0,t1,
random_gp,67,3,1,0.3958633454466705,0.4984128496967955,4.0,t1,
random_gp,67,3,2,0.4436662499634675,0.5951222793298228,7.0,t1,
random_gp,67,3,3,0.6499680507259111,0.5599367063423226,3.0,t1,
random_gp,67,3,4,0.567312248597576,0.44297577110931,8.0,t1,
random_gp,67,3,5,0.6203515872463607,0.3345397382536618,10.0,t1,
random_gp,67,3,6,0.1269447741412279,0.5142239490218885,4.0,t1,
random_gp,67,3,7,0.3224764977045603,0.1731678277537277,8.0,t1,
random_gp,67,3,8,0.3552130607284185,0.7677204284946311,9.0,t1,
random_gp,67,3,9,0.3345364337376009,0.0488493787552298,5.0,t1,
random_gp,67,3,10,0.0,0.7259373143121564,4.0,t1,
random_gp,67,3,11,0.2537189782195731,0.7279024472785882,2.0,t1,
random_gp,67,3,12,0.245550526899081,0.8383391313943938,7.0,t1,
random_gp,67,3,13,0.3162315662181908,0.2377528960287629,4.0,t1,
random_gp,67,3,14,0.0717613457471093,0.8709640716890457,4.0,t1,
random_gp,67,3,15,0.1900462576873307,0.4503235879228785,4.0,t1,
random_gp,67,3,16,0.3124929108367063,0.3570960905562862,6.0,t1,
random_gp,67,3,17,0.0279341029738225,1.04131516289614,5.0,t1,
random_gp,67,3,18,0.0818414172668082,0.6479680823409595,4.0,t1,
random_gp,67,3,19,0.3782120873887266,0.5689882186375266,4.0,t1,
random_gp,67,5,0,0.0,0.8532166926597279,3.0,t1,
random_gp,67,5,1,0.0991205662379365,1.0066898220639535,2.0,t1,
random_gp,67,5,2,0.0,0.8956653940402857,4.0,t1,
random_gp,67,5,3,0.1726516074096887,1.2981299265346655,4.0,t1,
random_gp,67,5,4,0.0,0.6739557562743519,2.0,t1,
random_gp,67,5,5,0.0340308326803719,0.8081727113789305,4.0,t1,
random_gp,67,5,6,0.0,0.6294661584806499,2.0,t1,
random_gp,67,5,7,0.0,0.930292565737916,4.0,t1,
random_gp,67,5,8,0.2223521279908696,0.8902259214588664,6.0,t1,
random_gp,67,5,9,0.0,0.7972547167013816,2.0,t1,
random_gp,67,5,10,0.0088927953126183,0.5649520790502978,4.0,t1,
random_gp,67,5,11,0.1442548471229234,0.1663734689104229,5.0,t1,
random_gp,67,5,12,0.0,1.2888151093405094,3.0,t1,
random_gp,67,5,13,0.0,0.5563838413605362,4.0,t1,
random_gp,67,5,14,0.0,0.6945904348958932,2.0,t1,
random_gp,67,5,15,0.0,0.8567353501204796,4.0,t1,
random_gp,67,5,16,0.1551397261772675,1.1714886719602196,6.0,t1,
random_gp,67,5,17,0.1466440410152725,0.9045147791133944,6.0,t1,
random_gp,67,5,18,0.0,1.1604424202805628,3.0,t1,
random_gp,67,5,19,0.112555876570942,0.6188706865177452,4.0,t1,
random_gp,67,9,0,0.0,0.5170638675718153,3.0,t1,
random_gp,67,9,1,0.0,0.941654710951726,2.0,t1,
random_gp,67,9,2,0.0,0.7213519641433082,2.0,t1,
random_gp,67,9,3,0.0,1.0907426204312565,3.0,t1,
random_gp,67,9,4,0.0,1.0236618857528637,4.0,t1,
random_gp,67,9,5,0.0,1.0713222852241615,4.0,t1,
random_gp,67,9,6,0.0,1.1595713617143315,3.0,t1,
random_gp,67,9,7,0.0,0.8688584187842048,3.0,t1,
random_gp,67,9,8,0.0,1.3529266526171349,2.0,t1,
random_gp,67,9,9,0.0,0.8263783320578907,1.0,t1,
random_gp,67,9,10,0.0,1.1408413894883296,2.0,t1,
random_gp,67,9,11,0.0,1.0280296442061654,4.0,t1,
random_gp,67,9,12,0.0248695671361685,0.6267950954829293,2.0,t1,
random_gp,67,9,13,0.0,1.144840433535284,3.0,t1,
random_gp,67,9,14,0.0,0.9229988944469556,2.0,t1,
random_gp,67,9,15,0.0,0.8938200768322212,2.0,t1,
random_gp,67,9,16,0.0,1.2253076517196568,3.0,t1,
random_gp,67,9,17,0.0,1.3028140208021677,2.0,t1,
random_gp,67,9,18,0.0,0.8993722722272184,3.0,t1,
random_gp,67,9,19,0.0,1.2849254356354012,1.0,t1,
michaelis_menten,9,3,0,0.9149466059541658,0.0,10.0,t2,
michaelis_menten,9,3,1,0.6465188961781472,0.0153497670191949,10.0,t2,
michaelis_menten,9,3,2,0.80029609967628,0.7035189790180827,10.0,t2,
michaelis_menten,9,3,3,0.9703418399996564,0.0,7.0,t2,
michaelis_menten,9,3,4,0.8316152052398474,0.7500052531283624,10.0,t2,
michaelis_menten,9,3,5,0.8491375887400364,0.1189906072121027,10.0,t2,
michaelis_menten,9,3,6,0.9768015180024122,0.0,10.0,t2,
michaelis_menten,9,3,7,0.9553925132460168,0.0,10.0,t2,
michaelis_menten,9,3,8,0.8051997572642584,0.5573502500257201,10.0,t2,
michaelis_menten,9,3,9,0.9349244392838156,0.0,10.0,t2,
michaelis_menten,9,3,10,0.924382110857448,0.0,10.0,t2,
michaelis_menten,9,3,11,0.8856306388545836,0.2433735501697972,10.0,t2,
michaelis_menten,9,3,12,0.8444220000154339,0.0,10.0,t2,
michaelis_menten,9,3,13,0.9759496382131854,0.0,10.0,t2,
michaelis_menten,9,3,14,0.7496813151496033,0.2868542763127266,10.0,t2,
michaelis_menten,9,3,15,0.851231592052356,0.2944672770572275,10.0,t2,
michaelis_menten,9,3,16,0.9537594915549292,0.0072343070089621,10.0,t2,
michaelis_menten,9,3,17,0.98405750383208,0.0,10.0,t2,
michaelis_menten,9,3,18,0.9514540822341852,0.1958358403544014,7.0,t2,
michaelis_menten,9,3,19,0.902637553519334,0.0,10.0,t2,
michaelis_menten,9,5,0,0.602646559026947,0.0061096774902267,10.0,t2,
michaelis_menten,9,5,1,0.8435684359419932,0.0,10.0,t2,
michaelis_menten,9,5,2,0.8337431937145787,0.0072349413326643,10.0,t2,
michaelis_menten,9,5,3,0.57494556792972,0.4646415116806384,10.0,t2,
michaelis_menten,9,5,4,0.705154969606034,0.0466745148217553,10.0,t2,
michaelis_menten,9,5,5,0.6740523870526685,0.05008971361138,10.0,t2,
michaelis_menten,9,5,6,0.8524958904018543,0.5060853419795814,10.0,t2,
michaelis_menten,9,5,7,0.6787114838366937,1.0314211785517815,10.0,t2,
michaelis_menten,9,5,8,0.6954752592999385,0.2152856869212572,10.0,t2,
michaelis_menten,9,5,9,0.607624655539756,2.211123980566557,10.0,t2,
michaelis_menten,9,5,10,0.7834982520812172,0.2351101146688289,10.0,t2,
michaelis_menten,9,5,11,0.7410348014033266,0.0839534340587736,10.0,t2,
michaelis_menten,9,5,12,0.6274728047300608,0.2601745831199856,10.0,t2,
michaelis_menten,9,5,13,0.7958142655510801,0.7160426358261305,10.0,t2,
michaelis_menten,9,5,14,0.7334455628060186,0.0,10.0,t2,
michaelis_menten,9,5,15,0.7035139921208244,0.0668875379002669,10.0,t2,
michaelis_menten,9,5,16,0.8664544415137291,0.0,10.0,t2,
michaelis_menten,9,5,17,0.780891881439737,0.0113636679620669,10.0,t2,
michaelis_menten,9,5,18,0.7826669186422823,1.523510349745011,10.0,t2,
michaelis_menten,9,5,19,0.7882450299662097,0.1071063809517432,10.0,t2,
michaelis_menten,9,9,0,0.624660410728291,0.1029494487033041,10.0,t2,
michaelis_menten,9,9,1,0.583783801394061,0.1082294332651371,10.0,t2,
michaelis_menten,9,9,2,0.7586842184076787,0.026613284517632,10.0,t2,
michaelis_menten,9,9,3,0.4359428366748465,0.0561582559905401,10.0,t2,
michaelis_menten,9,9,4,0.4884842756774851,0.8397950889620197,10.0,t2,
michaelis_menten,9,9,5,0.5613020563237372,0.2351852678246428,10.0,t2,
michaelis_menten,9,9,6,0.7306432643208527,0.2141498535318069,10.0,t2,
michaelis_menten,9,9,7,0.5221668054958879,0.5033339763038811,10.0,t2,
michaelis_menten,9,9,8,0.6606851295309852,0.7821970183184721,10.0,t2,
michaelis_menten,9,9,9,0.663754942739734,0.7275418948869972,10.0,t2,
michaelis_menten,9,9,10,0.5586296893503822,0.0285950479495413,10.0,t2,
michaelis_menten,9,9,11,0.6863958959284711,0.233112813874815,10.0,t2,
michaelis_menten,9,9,12,0.5727251073289676,0.1850623605895977,10.0,t2,
michaelis_menten,9,9,13,0.4806606620624725,0.5365345372085588,10.0,t2,
michaelis_menten,9,9,14,0.5397380004953397,0.1173578684037997,10.0,t2,
michaelis_menten,9,9,15,0.6640924674106794,0.5943264123319247,10.0,t2,
michaelis_menten,9,9,16,0.4352598425603944,0.6408236996589708,10.0,t2,
michaelis_menten,9,9,17,0.6283802164404151,0.316777359449916,8.0,t2,
michaelis_menten,9,9,18,0.4797103040998662,0.0836607006411422,10.0,t2,
michaelis_menten,9,9,19,0.5946553306058938,0.7649840370085188,10.0,t2,
michaelis_menten,20,3,0,0.9442211424966076,0.073047464592015,10.0,t2,
michaelis_menten,20,3,1,0.9278273221287248,0.0,10.0,t2,
michaelis_menten,20,3,2,0.8965301592355166,0.0,10.0,t2,
michaelis_menten,20,3,3,0.9685606194982584,0.0,10.0,t2,
michaelis_menten,20,3,4,0.8864500179653894,0.0,10.0,t2,
michaelis_menten,20,3,5,0.9537147222379436,0.0,8.0,t2,
michaelis_menten,20,3,6,0.9768095163937358,0.0,10.0,t2,
michaelis_menten,20,3,7,0.8631339803631108,0.3863198648950611,10.0,t2,
michaelis_menten,20,3,8,0.7868393264291713,0.0,10.0,t2,
michaelis_menten,20,3,9,0.8979699155786395,0.0,10.0,t2,
michaelis_menten,20,3,10,0.9633078451458226,0.0705292185805254,7.0,t2,
michaelis_menten,20,3,11,0.7851370218381011,0.0485920505897768,10.0,t2,
michaelis_menten,20,3,12,0.8448218017359207,0.0,10.0,t2,
michaelis_menten,20,3,13,0.9025057349338476,0.0,10.0,t2,
michaelis_menten,20,3,14,0.9548744245523496,0.0819880554568221,7.0,t2,
michaelis_menten,20,3,15,0.9070499765249598,0.3522577572108211,10.0,t2,
michaelis_menten,20,3,16,0.9738976801249764,0.0586944750706756,8.0,t2,
michaelis_menten,20,3,17,0.850110481673637,0.0,10.0,t2,
michaelis_menten,20,3,18,0.949808406751855,0.0295064165830192,7.0,t2,
michaelis_menten,20,3,19,0.8362774557638021,17.86059230467901,10.0,t2,
michaelis_menten,20,5,0,0.6082454137578975,0.1432871925286884,10.0,t2,
michaelis_menten,20,5,1,0.7317465940380294,0.2697077520381458,10.0,t2,
michaelis_menten,20,5,2,0.7854834407469604,0.0251441174350712,10.0,t2,
michaelis_menten,20,5,3,0.8594615319581631,0.1029905380630769,10.0,t2,
michaelis_menten,20,5,4,0.7235363470144991,0.0311233048463791,10.0,t2,
michaelis_menten,20,5,5,0.7388177474127566,0.1775818370746971,10.0,t2,
michaelis_menten,20,5,6,0.6189538219727504,0.3896010882945948,10.0,t2,
michaelis_menten,20,5,7,0.9291139862204808,0.1136351136931139,10.0,t2,
michaelis_menten,20,5,8,0.663025898763825,0.1964325610809975,10.0,t2,
michaelis_menten,20,5,9,0.731401685936214,0.5291507989317751,10.0,t2,
michaelis_menten,20,5,10,0.752461374585424,0.0,10.0,t2,
michaelis_menten,20,5,11,0.804113496235703,0.4170312464439241,10.0,t2,
michaelis_menten,20,5,12,0.819581943020955,0.0810188142654603,10.0,t2,
michaelis_menten,20,5,13,0.7407787934634642,0.048112983634123,10.0,t2,
michaelis_menten,20,5,14,0.7935898289961092,0.0,10.0,t2,
michaelis_menten,20,5,15,0.65894486891163,0.0,10.0,t2,
michaelis_menten,20,5,16,0.7563605866438661,0.2388347091975311,10.0,t2,
michaelis_menten,20,5,17,0.7358327206581088,2.306594815613018,10.0,t2,
michaelis_menten,20,5,18,0.6392862199480404,0.4163539372704529,8.0,t2,
michaelis_menten,20,5,19,0.6596440759009854,0.5028804673923536,10.0,t2,
michaelis_menten,20,9,0,0.6344168147700953,0.208786587772829,10.0,t2,
michaelis_menten,20,9,1,0.5291354391496024,1.6618178750661412,10.0,t2,
michaelis_menten,20,9,2,0.4873260464153909,0.3152937781887979,10.0,t2,
michaelis_menten,20,9,3,0.7053549098599228,0.0,10.0,t2,
michaelis_menten,20,9,4,0.6381509037214852,0.2780050062350621,10.0,t2,
michaelis_menten,20,9,5,0.6344483457404846,0.0,10.0,t2,
michaelis_menten,20,9,6,0.5411123756910667,0.0,10.0,t2,
michaelis_menten,20,9,7,0.5052725882992997,0.1023484914668859,10.0,t2,
michaelis_menten,20,9,8,0.6322711722950762,0.211860079544899,10.0,t2,
michaelis_menten,20,9,9,0.5907041662615091,0.294178649575372,10.0,t2,
michaelis_menten,20,9,10,0.6146017254285496,0.0,10.0,t2,
michaelis_menten,20,9,11,0.5476600976253089,0.2684587698274223,10.0,t2,
michaelis_menten,20,9,12,0.5632650927813502,0.1132536360566919,10.0,t2,
michaelis_menten,20,9,13,0.4306590703138299,1.2405590153031671,10.0,t2,
michaelis_menten,20,9,14,0.502760700731729,0.3489978461693441,10.0,t2,
michaelis_menten,20,9,15,0.4253792773512236,0.1246941299782126,10.0,t2,
michaelis_menten,20,9,16,0.59988383589917,0.0658433279157867,8.0,t2,
michaelis_menten,20,9,17,0.7255587317193368,1.847021643428604,10.0,t2,
michaelis_menten,20,9,18,0.5390278648326419,0.1526007030087018,10.0,t2,
michaelis_menten,20,9,19,0.5095140064975799,0.955862954669936,10.0,t2,
michaelis_menten,67,3,0,0.8039659446633565,0.2993136122206558,10.0,t2,
michaelis_menten,67,3,1,0.909707030963698,0.0968043383102611,10.0,t2,
michaelis_menten,67,3,2,0.979658842388018,0.0,10.0,t2,
michaelis_menten,67,3,3,0.9730253283746204,0.0670901746778853,10.0,t2,
michaelis_menten,67,3,4,0.6969803462488509,0.0,10.0,t2,
michaelis_menten,67,3,5,0.9751587231342668,0.0,10.0,t2,
michaelis_menten,67,3,6,0.7807505613073638,0.0,10.0,t2,
michaelis_menten,67,3,7,0.9795844963425064,0.0,10.0,t2,
michaelis_menten,67,3,8,0.8947532360982691,0.3068213300946683,7.0,t2,
michaelis_menten,67,3,9,0.854020163437214,0.1204013669519339,10.0,t2,
michaelis_menten,67,3,10,0.9702382293836443,0.0955311662100157,7.0,t2,
michaelis_menten,67,3,11,0.909197756598596,0.6283369289991699,10.0,t2,
michaelis_menten,67,3,12,0.9261683907782357,0.0,7.0,t2,
michaelis_menten,67,3,13,0.9079317667307314,0.0,10.0,t2,
michaelis_menten,67,3,14,0.8526937395940128,0.1901758600618863,10.0,t2,
michaelis_menten,67,3,15,0.9379959052848422,0.0,10.0,t2,
michaelis_menten,67,3,16,0.9643078789287156,0.0,10.0,t2,
michaelis_menten,67,3,17,0.7721712694248906,0.0,10.0,t2,
michaelis_menten,67,3,18,0.8869532614941578,1.125806046045559,10.0,t2,
michaelis_menten,67,3,19,0.8817205247969685,0.0,10.0,t2,
michaelis_menten,67,5,0,0.8311981506064072,0.1546657281644435,10.0,t2,
michaelis_menten,67,5,1,0.7624877243731203,0.0085674780680996,10.0,t2,
michaelis_menten,67,5,2,0.6733191160832589,0.3731881926616755,10.0,t2,
michaelis_menten,67,5,3,0.7735538483540403,0.0990855012768087,10.0,t2,
michaelis_menten,67,5,4,0.6944663014961713,0.1849712262612445,10.0,t2,
michaelis_menten,67,5,5,0.8989023903126729,0.0650981484663034,10.0,t2,
michaelis_menten,67,5,6,0.8876409439576994,0.0,10.0,t2,
michaelis_menten,67,5,7,0.7137425072348254,0.1551335292051975,10.0,t2,
michaelis_menten,67,5,8,0.7370905474486988,0.1280350541659209,10.0,t2,
michaelis_menten,67,5,9,0.7814402973320596,0.8112201418373741,10.0,t2,
michaelis_menten,67,5,10,0.7813744355412502,0.1433307083999111,10.0,t2,
michaelis_menten,67,5,11,0.7566163752331254,0.1176391282148939,10.0,t2,
michaelis_menten,67,5,12,0.716807559528404,0.5453736894788,10.0,t2,
michaelis_menten,67,5,13,0.7627043390043208,0.0703400597442821,10.0,t2,
michaelis_menten,67,5,14,0.7685223923723543,0.3762778213993102,10.0,t2,
michaelis_menten,67,5,15,0.693889998539662,0.0,10.0,t2,
michaelis_menten,67,5,16,0.8817718353516756,0.0372622992375708,10.0,t2,
michaelis_menten,67,5,17,0.819695901631377,0.1297841478023221,10.0,t2,
michaelis_menten,67,5,18,0.8448581686270369,0.4031262880585244,10.0,t2,
michaelis_menten,67,5,19,0.6576258363284855,0.2642386486168637,10.0,t2,
michaelis_menten,67,9,0,0.5198205251066963,0.1989834559508432,10.0,t2,
michaelis_menten,67,9,1,0.4898384959578413,0.0504887621021898,10.0,t2,
michaelis_menten,67,9,2,0.53758827171955,0.1034616882916079,10.0,t2,
michaelis_menten,67,9,3,0.6783014305631541,0.3640075368870494,10.0,t2,
michaelis_menten,67,9,4,0.5547787577707325,0.2936345386515959,10.0,t2,
michaelis_menten,67,9,5,0.5779216032978003,0.1904853860099284,10.0,t2,
michaelis_menten,67,9,6,0.609788223957868,0.5677181554252821,10.0,t2,
michaelis_menten,67,9,7,0.6185384555292909,0.5243173248527571,10.0,t2,
michaelis_menten,67,9,8,0.498806589321473,0.0757808168130703,10.0,t2,
michaelis_menten,67,9,9,0.5558128790220545,0.1324943406197813,10.0,t2,
michaelis_menten,67,9,10,0.5622061463750445,0.1577957740196378,10.0,t2,
michaelis_menten,67,9,11,0.7895973766099107,0.2113154182910663,10.0,t2,
michaelis_menten,67,9,12,0.5906993306204297,0.3428497514992775,10.0,t2,
michaelis_menten,67,9,13,0.5766070056780302,0.2976565281923479,10.0,t2,
michaelis_menten,67,9,14,0.6176079546254543,0.0,10.0,t2,
michaelis_menten,67,9,15,0.5009150608814474,0.1197843833509046,10.0,t2,
michaelis_menten,67,9,16,0.5113367013074838,0.278244537113672,10.0,t2,
michaelis_menten,67,9,17,0.6794712809491931,0.0,10.0,t2,
michaelis_menten,67,9,18,0.5357561451580131,0.4769032337764902,10.0,t2,
michaelis_menten,67,9,19,0.5309857673266122,0.1569382244968489,10.0,t2,
additive_linear,9,3,0,0.8468580522049046,0.0,10.0,t2,
additive_linear,9,3,1,0.9159139409924186,0.0,10.0,t2,
additive_linear,9,3,2,0.8274462349205389,0.0,10.0,t2,
additive_linear,9,3,3,0.98409339969046,0.0,10.0,t2,
additive_linear,9,3,4,0.9782874527325706,0.0,10.0,t2,
additive_linear,9,3,5,0.8385683640964638,0.0,10.0,t2,
additive_linear,9,3,6,0.8751938758772555,0.0,10.0,t2,
additive_linear,9,3,7,0.9005855525548813,0.9077947461694382,10.0,t2,
additive_linear,9,3,8,0.9163499054642426,0.0,10.0,t2,
additive_linear,9,3,9,0.9782481493218208,0.0,10.0,t2,
additive_linear,9,3,10,0.9019269637742344,0.0,10.0,t2,
additive_linear,9,3,11,0.86249716863391,0.0,10.0,t2,
additive_linear,9,3,12,0.8246198708526037,1.189216542814582,10.0,t2,
additive_linear,9,3,13,0.910428029125994,0.3082962639651996,10.0,t2,
additive_linear,9,3,14,0.9797380677115076,0.0,10.0,t2,
additive_linear,9,3,15,0.9360674612087792,0.0,10.0,t2,
additive_linear,9,3,16,0.9291531596012144,0.0,10.0,t2,
additive_linear,9,3,17,0.9496552104209024,0.0,10.0,t2,
additive_linear,9,3,18,0.7739557805684758,0.4990397625315937,10.0,t2,
additive_linear,9,3,19,0.8599715375860719,0.9100695684306886,10.0,t2,
additive_linear,9,5,0,0.8350603961356211,0.8404559739903444,10.0,t2,
additive_linear,9,5,1,0.8331879743171096,0.2513175463074414,10.0,t2,
additive_linear,9,5,2,0.6387782781309652,0.3721938870756565,10.0,t2,
additive_linear,9,5,3,0.6966055545702081,0.0800163193093781,10.0,t2,
additive_linear,9,5,4,0.6461148155201839,0.2400250085132891,10.0,t2,
additive_linear,9,5,5,0.6636059863717292,0.2165866015633765,8.0,t2,
additive_linear,9,5,6,0.8442550616430141,0.1099824308752345,10.0,t2,
additive_linear,9,5,7,0.7700331642856894,0.1278254594468039,10.0,t2,
additive_linear,9,5,8,0.8287278681598507,0.2233496685001172,10.0,t2,
additive_linear,9,5,9,0.8876216446880812,0.050812524327442,10.0,t2,
additive_linear,9,5,10,0.625647310177612,0.6670297306558434,10.0,t2,
additive_linear,9,5,11,0.6242822571606566,0.0,10.0,t2,
additive_linear,9,5,12,0.643879399351364,1.6705586800788002,10.0,t2,
additive_linear,9,5,13,0.7992345640875959,0.5134387085356495,10.0,t2,
additive_linear,9,5,14,0.7132146109422108,0.0,10.0,t2,
additive_linear,9,5,15,0.5842474020550082,1.1014506693846025,10.0,t2,
additive_linear,9,5,16,0.7622503705335946,0.1758350339689087,10.0,t2,
additive_linear,9,5,17,0.7281798912285525,0.0855567359647563,10.0,t2,
additive_linear,9,5,18,0.6791041833752567,0.1860123544819558,10.0,t2,
additive_linear,9,5,19,0.6705438822344792,0.2081657045644518,10.0,t2,
additive_linear,9,9,0,0.4389299752649669,0.2477536787485896,10.0,t2,
additive_linear,9,9,1,0.4109912296711441,0.499713776024974,10.0,t2,
additive_linear,9,9,2,0.5243098518697984,0.0,10.0,t2,
additive_linear,9,9,3,0.4763769528433994,0.1521892186519177,10.0,t2,
additive_linear,9,9,4,0.4231089369686891,0.1669240530300195,10.0,t2,
additive_linear,9,9,5,0.5618341385336649,0.0376153680625064,10.0,t2,
